Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
1123,50,23,2019-12-27--2020-01-03,Callaita,"4,350,496.00","Bad Bunny, Tainy","36,177,712.00",2TH65lNHgvLxCKXM3apjxI,"['latin', 'reggaeton', 'trap latino']",5/31/2019,"2020-06-05--2020-06-12
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",81.00,0.61,0.62,-4.77,0.31,0.60,0.24,176.17,"250,534.00",0.24,D
1124,51,4,2020-05-15--2020-05-22,Solitaires (feat. Travis Scott),"4,334,669.00",Future,"10,491,105.00",4kfeRwpq5KUaqTkgi4TbDF,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5/15/2020,"2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22",67.00,0.69,0.63,-7.60,0.05,0.12,0.06,169.98,"205,666.00",0.49,C#/Db
1125,137,10,2020-03-06--2020-03-13,XO Tour Llif3,"4,314,080.00",Lil Uzi Vert,"11,821,805.00",7GX5flRQZVHRAGd6B4TmDO,"['melodic rap', 'philly rap', 'rap', 'trap']",8/25/2017,"2020-06-05--2020-06-12
2020-05-08--2020-05-15
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13",82.00,0.73,0.75,-6.37,0.23,0.00,0.11,155.10,"182,707.00",0.40,B
1126,189,5,2020-04-10--2020-04-17,changes,"4,299,334.00",XXXTENTACION,"29,566,516.00",7AFASza1mXqntmGtbxXprO,"['emo rap', 'miami hip hop']",3/16/2018,"2020-06-05--2020-06-12
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27",81.00,0.67,0.31,-10.07,0.03,0.88,0.10,64.93,"121,887.00",0.52,B
1127,66,11,2020-03-13--2020-03-20,Suicidal (Remix) [feat. Juice WRLD],"4,296,154.00",YNW Melly,"6,332,535.00",4S2uhQE8L9V6p7rj7SiauJ,"['melodic rap', 'trap']",3/13/2020,"2020-06-05--2020-06-12
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20",76.00,0.66,0.44,-5.25,0.06,0.47,0.10,139.96,"225,857.00",0.27,A
1128,30,9,2020-04-10--2020-04-17,Level of Concern,"4,252,898.00",Twenty One Pilots,"20,829,526.00",6xZ4Q2k2ompmDppyeESIY8,"['modern rock', 'rock']",4/9/2020,"2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17",72.00,0.75,0.58,-7.34,0.04,0.32,0.14,122.01,"220,051.00",0.77,E
1129,53,1,2020-05-29--2020-06-05,Alice,"10,342,277.00",Lady Gaga,"18,585,963.00",41A89rj3GoMG6ktN37L7PG,"['dance pop', 'pop', 'post-teen pop']",5/29/2020,2020-05-29--2020-06-05,64.00,0.72,0.88,-4.29,0.04,0.00,0.06,123.04,"177,600.00",0.32,B
1130,58,1,2020-05-29--2020-06-05,Free Woman,"9,266,945.00",Lady Gaga,"18,585,963.00",4L6ihclQPu1hqP9r3WNJjQ,"['dance pop', 'pop', 'post-teen pop']",5/29/2020,2020-05-29--2020-06-05,63.00,0.73,0.93,-3.63,0.08,0.02,0.19,119.01,"191,467.00",0.48,C
1131,74,1,2020-05-29--2020-06-05,Fun Tonight,"7,907,329.00",Lady Gaga,"18,585,963.00",6hyQVqfHFvsJDjcmj4qrHf,"['dance pop', 'pop', 'post-teen pop']",5/29/2020,2020-05-29--2020-06-05,58.00,0.65,0.92,-4.26,0.07,0.36,0.14,117.95,"173,427.00",0.32,B
1132,75,1,2020-05-29--2020-06-05,Sine From Above (with Elton John),"7,734,309.00",Lady Gaga,"18,585,963.00",0zzsyWc45eUcSjw4FNHxeN,"['dance pop', 'pop', 'post-teen pop']",5/29/2020,2020-05-29--2020-06-05,60.00,0.64,0.79,-5.75,0.05,0.16,0.68,122.97,"244,880.00",0.09,C
1133,77,1,2020-05-29--2020-06-05,Enigma,"7,695,566.00",Lady Gaga,"18,585,963.00",7JDbfYUHjDzQPFSDh5lzGs,"['dance pop', 'pop', 'post-teen pop']",5/29/2020,2020-05-29--2020-06-05,59.00,0.67,0.80,-4.04,0.04,0.03,0.69,116.00,"179,760.00",0.18,C
1134,79,1,2020-05-29--2020-06-05,Replay,"7,479,618.00",Lady Gaga,"18,585,963.00",7sKbyYeJnITO1Eh9xd0lKd,"['dance pop', 'pop', 'post-teen pop']",5/29/2020,2020-05-29--2020-06-05,63.00,0.66,0.88,-3.88,0.12,0.01,0.94,122.02,"186,653.00",0.68,C#/Db
1135,80,1,2020-05-29--2020-06-05,Plastic Doll,"7,451,452.00",Lady Gaga,"18,585,963.00",3CidPLqWXqgesJlwYVJZdy,"['dance pop', 'pop', 'post-teen pop']",5/29/2020,2020-05-29--2020-06-05,58.00,0.74,0.85,-4.84,0.04,0.00,0.09,121.03,"221,667.00",0.42,C
1136,87,1,2020-05-29--2020-06-05,Chromatica II,"7,136,521.00",Lady Gaga,"18,585,963.00",0oQc0F6KUE7QY7k5TU6bic,"['dance pop', 'pop', 'post-teen pop']",5/29/2020,2020-05-29--2020-06-05,58.00,0.18,0.30,-14.53,0.04,0.47,0.53,75.82,"41,867.00",0.11,D
1137,91,1,2020-05-29--2020-06-05,Babylon,"6,996,402.00",Lady Gaga,"18,585,963.00",5DttNeiizFqWUON9hZBqTY,"['dance pop', 'pop', 'post-teen pop']",5/29/2020,2020-05-29--2020-06-05,61.00,0.70,0.80,-4.37,0.03,0.01,0.22,115.96,"161,733.00",0.35,D
1138,93,1,2020-05-29--2020-06-05,Chromatica I,"6,630,385.00",Lady Gaga,"18,585,963.00",0oQc0F6KUE7QY7k5TU6bic,"['dance pop', 'pop', 'post-teen pop']",5/29/2020,2020-05-29--2020-06-05,58.00,0.18,0.30,-14.53,0.04,0.47,0.53,75.82,"41,867.00",0.11,D
1139,106,1,2020-05-29--2020-06-05,1000 Doves,"6,069,544.00",Lady Gaga,"18,585,963.00",62hTXlVQacy3pjBW4ntRPl,"['dance pop', 'pop', 'post-teen pop']",5/29/2020,2020-05-29--2020-06-05,58.00,0.67,0.83,-4.47,0.04,0.02,0.47,122.97,"215,480.00",0.39,A
1140,114,1,2020-05-29--2020-06-05,Broken Glass,"5,867,930.00","Kygo, Kim Petras","7,593,792.00",78ldtCaBRJVp2i91B715L0,"['edm', 'pop', 'pop dance', 'tropical house']",5/29/2020,2020-05-29--2020-06-05,66.00,0.53,0.63,-7.00,0.13,0.37,0.13,171.04,"203,947.00",0.27,G
1141,131,1,2020-05-29--2020-06-05,In meinem Benz,"5,494,500.00","AK AUSSERKONTROLLE, Bonez MC", , , , ,2020-05-29--2020-06-05, , , , , , , , , , , 
1142,180,1,2020-05-29--2020-06-05,FLY,"4,681,054.00","KC Rebell, Summer Cem","1,101,597.00",1WoM4mof0Nl1xPtwf6h6ow,"['german drill', 'german hip hop']",5/29/2020,2020-05-29--2020-06-05,59.00,0.84,0.60,-6.64,0.30,0.14,0.16,100.71,"174,893.00",0.90,F
1143,183,1,2020-05-29--2020-06-05,SKRR,"4,629,320.00","KALIM, Ufo361","218,931.00",2J0adlQth373uw9y0yqWAz,"['german hip hop', 'german trap', 'german underground rap', 'hamburg hip hop']",9/24/2020,2020-05-29--2020-06-05,60.00,0.80,0.65,-6.60,0.13,0.16,0.15,125.04,"119,040.00",0.58,A#/Bb
1144,188,1,2020-05-29--2020-06-05,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)","4,601,709.00",Lil Yachty,"7,358,720.00",0gO3E51A3fqp0ypJ26QbVP,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",5/29/2020,2020-05-29--2020-06-05,66.00,0.78,0.63,-6.08,0.35,0.16,0.61,124.60,"232,839.00",0.75,A#/Bb
1145,190,1,2020-05-29--2020-06-05,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),"4,598,294.00",Lil Yachty,"7,358,720.00",7wsmIIm0xWmtP7TmACXkJn,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",3/9/2020,2020-05-29--2020-06-05,69.00,0.84,0.62,-4.36,0.05,0.17,0.32,138.07,"206,702.00",0.87,C
1146,78,2,2020-05-22--2020-05-29,Roadrunner,"4,596,162.00",Bonez MC,"1,683,006.00",0atjNG0rNW2m6zPaiK4Co7,"['german hip hop', 'hamburg hip hop']",9/10/2020,"2020-05-29--2020-06-05
2020-05-22--2020-05-29",64.00,0.80,0.61,-9.05,0.24,0.14,0.11,99.02,"149,028.00",0.25,G
1147,99,2,2020-04-17--2020-04-24,Freedom,"4,573,723.00","Kygo, Zak Abel","7,593,792.00",5Gj1wG8b12VQdEd3hUuSwo,"['edm', 'pop', 'pop dance', 'tropical house']",4/17/2020,"2020-05-29--2020-06-05
2020-04-17--2020-04-24",72.00,0.72,0.64,-6.59,0.08,0.13,0.09,112.89,"198,635.00",0.39,G
1148,45,4,2020-05-08--2020-05-15,Fame,"4,556,947.00",Apache 207,"1,674,348.00",3goH7O78TLkV9RhCAyM4AT,['german hip hop'],5/8/2020,"2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15",62.00,0.81,0.65,-8.01,0.10,0.18,0.10,129.97,"173,761.00",0.47,C#/Db
1149,55,1,2020-05-22--2020-05-29,Daechwita,"8,908,179.00",Agust D,"5,564,366.00",0H4ugk6rhnXmTl47ayy9O5,['k-rap'],5/22/2020,2020-05-22--2020-05-29,77.00,0.65,0.83,-4.01,0.06,0.02,0.12,145.00,"225,668.00",0.22,G#/Ab
1150,83,1,2020-05-22--2020-05-29,COOLER THAN A BITCH (feat. Roddy Ricch),"6,642,144.00",Gunna,"3,337,982.00",5LHHKZOwV8XW4LJP2C64mw,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",5/22/2020,2020-05-22--2020-05-29,67.00,0.84,0.59,-8.52,0.08,0.28,0.13,117.07,"197,000.00",0.62,B
1151,90,1,2020-05-22--2020-05-29,In Your Eyes (with Doja Cat) - Remix,"6,511,008.00",The Weeknd,"35,340,069.00",0UnTaVkntyh3vqvLEvbpQx,"['canadian contemporary r&b', 'canadian pop', 'pop']",5/21/2020,2020-05-22--2020-05-29,67.00,0.68,0.73,-5.52,0.03,0.01,0.06,99.98,"237,912.00",0.73,G
1152,92,1,2020-05-22--2020-05-29,WUNNA,"6,384,306.00",Gunna,"3,337,982.00",0y7Ao3CVJsyKFmqdjutiIF,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",5/22/2020,2020-05-22--2020-05-29,60.00,0.89,0.46,-9.00,0.26,0.02,0.11,148.01,"158,240.00",0.31,C
1153,123,1,2020-05-22--2020-05-29,Komm Komm,"5,552,890.00",Capital Bra,"4,093,115.00",3US6RbELvvrPw3DcvtJmis,['german hip hop'],5/21/2020,2020-05-22--2020-05-29,53.00,0.49,0.79,-3.84,0.43,0.25,0.15,87.63,"160,667.00",0.37,B
1154,139,1,2020-05-22--2020-05-29,TOP FLOOR (feat. Travis Scott),"5,193,309.00",Gunna,"3,337,982.00",4YhJ3a6kBPGJWX4Ek77sDd,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",5/22/2020,2020-05-22--2020-05-29,63.00,0.82,0.50,-8.65,0.16,0.21,0.42,112.99,"169,907.00",0.48,G#/Ab
1155,54,22,2020-01-03--2020-01-10,Goodbyes (Feat. Young Thug),"5,134,161.00",Post Malone,"33,663,701.00",0t3ZvGKlmYmVsDzBJAXK8C,"['dfw rap', 'melodic rap', 'rap']",9/6/2019,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",78.00,0.55,0.65,-3.88,0.08,0.46,0.10,150.07,"174,853.00",0.16,F
1156,59,3,2020-05-08--2020-05-15,CANCIÓN CON YANDEL,"5,132,247.00","Yandel, Bad Bunny","36,177,712.00",3pm4XtcsRIFFtH2UErk62R,"['latin', 'reggaeton', 'trap latino']",5/10/2020,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15",76.00,0.75,0.74,-4.43,0.40,0.45,0.12,79.97,"209,180.00",0.50,A
1157,92,2,2020-05-15--2020-05-22,X (with KAROL G),"5,018,592.00",Jonas Brothers,"5,436,999.00",77fvnWALKJR0ws1VUx09CY,"['boy band', 'dance pop', 'pop', 'post-teen pop']",5/15/2020,"2020-05-22--2020-05-29
2020-05-15--2020-05-22",70.00,0.72,0.83,-5.09,0.06,0.05,0.32,117.98,"185,277.00",0.75,E
1158,56,3,2020-05-08--2020-05-15,MÁS DE UNA CITA,"4,987,116.00","Bad Bunny, Zion & Lennox","36,177,712.00",4EJHKSnHENfjOxXWryyNtL,"['latin', 'reggaeton', 'trap latino']",5/10/2020,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15",67.00,0.87,0.50,-10.81,0.09,0.01,0.10,92.98,"183,520.00",0.32,F
1159,159,1,2020-05-22--2020-05-29,Together,"4,861,870.00",Sia,"20,528,724.00",5id3Rqn7SPj1LX4FfY4nGz,"['australian dance', 'australian pop', 'dance pop', 'pop']",5/20/2020,2020-05-22--2020-05-29,71.00,0.52,0.88,-5.44,0.07,0.01,0.09,180.01,"205,208.00",0.20,G
1160,62,4,2020-05-08--2020-05-15,eight(Prod.&Feat. SUGA of BTS),"4,764,954.00",IU,"4,939,593.00",0pYacDCZuRhcrwGUA5nTBe,['k-pop'],5/6/2020,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08",75.00,0.68,0.87,-1.57,0.04,0.12,0.13,120.03,"167,573.00",0.59,C#/Db
1161,16,20,2020-01-17--2020-01-24,You should be sad,"4,761,908.00",Halsey,"15,663,384.00",7lidXGPXPYLNThITAOTlkK,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",1/17/2020,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17",76.00,0.59,0.59,-6.35,0.03,0.14,0.11,110.94,"205,473.00",0.32,D
1162,54,14,2020-03-13--2020-03-20,CITY OF ANGELS,"4,645,541.00",24kGoldn,"1,276,406.00",6ap9lSRJ0iLriGLqoJ44cq,['cali rap'],11/22/2019,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28",76.00,0.69,0.54,-4.99,0.05,0.04,0.07,120.08,"112,493.00",0.72,C
1163,98,8,2020-04-24--2020-05-01,Astronomia,"4,642,284.00","Vicetone, Tony Igy","378,114.00",3hWfKBt3n7j1xqIy6LA5ve,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",9/16/2016,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10",71.00,0.65,0.95,-2.63,0.10,0.01,0.44,126.09,"198,095.00",0.33,F
1164,7,15,2020-02-21--2020-02-28,After Hours,"4,559,855.00",The Weeknd,"35,340,069.00",2p8IUWQDrpjuFltbdgLOag,"['canadian contemporary r&b', 'canadian pop', 'pop']",3/20/2020,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21",75.00,0.66,0.57,-6.10,0.03,0.08,0.12,108.96,"361,027.00",0.14,F
1165,51,5,2020-04-24--2020-05-01,BUTTERFLY EFFECT,"4,537,762.00",Travis Scott,"17,732,077.00",2cYqizR4lgvp4Qu6IQ3qGN,"['rap', 'slap house']",8/3/2018,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01",79.00,0.76,0.63,-5.85,0.05,0.05,0.11,140.96,"190,557.00",0.19,B
1166,74,22,2020-02-07--2020-02-14,Never Seen the Rain,"4,473,968.00",Tones And I,"1,251,372.00",1xUCDewhwnORlcFflAgml0,[],8/13/2021,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",0.00,0.74,0.46,-5.62,0.03,0.43,0.28,92.11,"200,742.00",0.28,F#/Gb
1167,120,7,2020-04-17--2020-04-24,Sigues Con El - Remix,"4,440,738.00","Arcangel, Sech, Romeo Santos","6,671,084.00",4Pu0a2TuHOYtI4CCE3HEXI,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",4/10/2020,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17",69.00,0.75,0.69,-2.97,0.30,0.10,0.09,175.99,"189,567.00",0.74,C#/Db
1168,197,1,2020-05-22--2020-05-29,ANGELS & DEMONS,"4,435,538.00",jxdn,"799,682.00",3mkz6eI4Sram8UhO3teU76,[],7/2/2021,2020-05-22--2020-05-29,72.00,0.55,0.80,-3.94,0.04,0.12,0.63,115.06,"160,120.00",0.46,G#/Ab
1169,199,1,2020-05-22--2020-05-29,Confía,"4,419,295.00","Sech, Daddy Yankee","8,766,508.00",5kbps8unnGH4raN5WduZuq,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",5/21/2020,2020-05-22--2020-05-29,62.00,0.72,0.76,-3.59,0.08,0.17,0.07,167.99,"202,308.00",0.76,C
1170,44,20,2020-01-31--2020-02-07,Muévelo,"4,407,165.00","Nicky Jam, Daddy Yankee","14,831,925.00",4VgYtXCVJ7IbWAZ5ryfvEQ,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",1/8/2020,"2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17",72.00,0.59,0.81,-2.41,0.05,0.42,0.57,188.09,"194,892.00",0.92,G
1171,105,1,2020-05-15--2020-05-22,All Bad (feat. Lil Uzi Vert),"6,194,224.00",Future,"10,491,105.00",021lWIHJrURZrmvYQ1xcM8,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5/15/2020,2020-05-15--2020-05-22,60.00,0.93,0.67,-7.04,0.32,0.01,0.15,142.04,"207,739.00",0.67,F#/Gb
1172,12,3,2020-05-01--2020-05-08,Pain 1993 (with Playboi Carti),"6,085,143.00",Drake,"56,327,031.00",6Kj17Afjo1OKJYpf5VzCeo,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",5/1/2020,"2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08",67.00,0.83,0.37,-5.53,0.11,0.16,0.37,77.27,"149,078.00",0.12,F
1173,110,1,2020-05-15--2020-05-22,Trillionaire (feat. Youngboy Never Broke Again),"6,057,848.00",Future,"10,491,105.00",740kQ8xwSGloumdiKR5Cwz,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5/15/2020,2020-05-15--2020-05-22,61.00,0.77,0.53,-7.18,0.21,0.24,0.14,140.00,"167,552.00",0.47,C
1174,128,1,2020-05-15--2020-05-22,Go Stupid,"5,464,816.00","Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It","4,849,204.00",4PklAHGXT5ityno3IA8SKd,['chicago rap'],5/15/2020,2020-05-15--2020-05-22,74.00,0.92,0.83,-3.18,0.25,0.03,0.06,141.03,"165,726.00",0.65,C#/Db
1175,149,10,2020-05-15--2020-05-22,A Gente Fez Amor - Ao Vivo,"5,006,457.00",Gusttavo Lima,"12,981,319.00",3tv697PZNnaQN0Mn2zGhS5,"['sertanejo', 'sertanejo universitario']",12/5/2019,"2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-02-07--2020-02-14
2020-01-03--2020-01-10",66.00,0.79,0.94,-2.44,0.03,0.37,0.96,134.01,"237,517.00",0.83,G#/Ab
1176,173,1,2020-05-15--2020-05-22,Racks 2 Skinny,"4,729,629.00",Migos,"11,692,972.00",568OIKgeHyGRD3uWR44JbO,"['atl hip hop', 'pop rap', 'rap', 'trap']",5/11/2020,2020-05-15--2020-05-22,61.00,0.81,0.58,-5.43,0.08,0.01,0.06,141.02,"178,025.00",0.41,C#/Db
1177,179,1,2020-05-15--2020-05-22,Be Something (feat. Lil Baby),"4,687,909.00",Polo G,"4,849,204.00",65jw6GhwQW3Db55PxlPEpS,['chicago rap'],5/15/2020,2020-05-15--2020-05-22,69.00,0.83,0.52,-10.34,0.29,0.02,0.13,136.10,"194,118.00",0.25,G#/Ab
1178,82,2,2020-05-08--2020-05-15,BENDICIONES,"4,639,997.00",Bad Bunny,"36,177,712.00",2CoMYp2uIKsT09nreEZnZn,"['latin', 'reggaeton', 'trap latino']",5/10/2020,"2020-05-15--2020-05-22
2020-05-08--2020-05-15",67.00,0.83,0.58,-9.91,0.07,0.04,0.10,144.00,"155,060.00",0.84,B
1179,126,9,2020-04-10--2020-04-17,PTSD,"4,500,903.00","G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper","1,253,138.00",1C8ux1YWLMHCenYJFiIV4Z,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap']",2/28/2020,"2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-02-28--2020-03-06",76.00,0.88,0.81,-3.16,0.18,0.03,0.21,119.01,"232,065.00",0.81,C#/Db
1180,196,1,2020-05-15--2020-05-22,Excitement,"4,416,484.00","Trippie Redd, PARTYNEXTDOOR","6,434,201.00",7FullO2NDkyvxLuxYVKINa,"['melodic rap', 'rap', 'trap']",10/30/2020,2020-05-15--2020-05-22,69.00,0.44,0.54,-8.19,0.04,0.02,0.10,121.97,"283,285.00",0.04,E
1181,131,21,2020-04-03--2020-04-10,Can We Kiss Forever?,"4,397,385.00","Kina, Adriana Proenza","661,863.00",58wyJLv6yH1La9NIZPl3ne,['sad rap'],8/31/2018,"2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",78.00,0.52,0.13,-18.72,0.04,0.89,0.09,109.99,"187,932.00",0.12,E
1182,83,1,2020-05-08--2020-05-15,SI ELLA SALE,"7,055,918.00",Bad Bunny,"36,177,712.00",1zaDh3qaGSeSmulNyWlUxm,"['latin', 'reggaeton', 'trap latino']",5/10/2020,2020-05-08--2020-05-15,63.00,0.87,0.73,-7.40,0.12,0.06,0.11,147.97,"143,240.00",0.92,G
1183,116,1,2020-05-08--2020-05-15,RONCA FREESTYLE,"5,784,075.00",Bad Bunny,"36,177,712.00",3XZeOzJ9tqnu58YP6cqApI,"['latin', 'reggaeton', 'trap latino']",5/10/2020,2020-05-08--2020-05-15,64.00,0.86,0.66,-6.48,0.13,0.17,0.10,90.04,"150,060.00",0.59,F
